unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58958525,2023-09-29T20:46:20.000,2023-10-11T12:10:12.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11691,551 BEACH   43 STREET,BEACH   43 STREET,ADDRESS,FAR ROCKAWAY,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,14 QUEENS,4159620069,QUEENS,1046645,158073,PHONE,Unspecified,QUEENS,40.600330505819876,-73.7753110921609,"{'latitude': '40.600330505819876', 'longitude': '-73.7753110921609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58958296,2023-09-29T20:46:19.000,2023-10-04T14:53:09.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10034,514 WEST  213 STREET,WEST  213 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-04T00:00:00.000,12 MANHATTAN,1022300011,MANHATTAN,1007343,255671,PHONE,Unspecified,MANHATTAN,40.86840217052891,-73.91650528145804,"{'latitude': '40.86840217052891', 'longitude': '-73.91650528145804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58965833,2023-09-29T20:46:19.000,2023-10-04T14:53:09.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10034,514 WEST  213 STREET,WEST  213 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-04T00:00:00.000,12 MANHATTAN,1022300011,MANHATTAN,1007343,255671,PHONE,Unspecified,MANHATTAN,40.86840217052891,-73.91650528145804,"{'latitude': '40.86840217052891', 'longitude': '-73.91650528145804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58964405,2023-09-29T20:46:19.000,2023-10-04T14:53:09.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10034,514 WEST  213 STREET,WEST  213 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-04T00:00:00.000,12 MANHATTAN,1022300011,MANHATTAN,1007343,255671,PHONE,Unspecified,MANHATTAN,40.86840217052891,-73.91650528145804,"{'latitude': '40.86840217052891', 'longitude': '-73.91650528145804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58959608,2023-09-29T20:46:19.000,2023-10-04T14:53:09.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10034,514 WEST  213 STREET,WEST  213 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-04T00:00:00.000,12 MANHATTAN,1022300011,MANHATTAN,1007343,255671,PHONE,Unspecified,MANHATTAN,40.86840217052891,-73.91650528145804,"{'latitude': '40.86840217052891', 'longitude': '-73.91650528145804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58957901,2023-09-29T20:46:16.000,2023-09-29T23:58:09.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10466,4337 WICKHAM AVENUE,WICKHAM AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T23:58:13.000,12 BRONX,2050510076,BRONX,1025740,266026,MOBILE,Unspecified,BRONX,40.89675607397592,-73.84992531177923,"{'latitude': '40.89675607397592', 'longitude': '-73.84992531177923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PITMAN AVENUE,NEREID AVENUE,PITMAN AVENUE,NEREID AVENUE,WICKHAM AVENUE,,,,,,
59449999,2023-09-29T20:46:10.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Public Area,10034,514 WEST  213 STREET,WEST  213 STREET,ADDRESS,NEW YORK,Closed,,2023-10-04T00:00:00.000,12 MANHATTAN,1022300011,MANHATTAN,1007343,255671,PHONE,Unspecified,MANHATTAN,40.86840217052891,-73.91650528145804,"{'latitude': '40.86840217052891', 'longitude': '-73.91650528145804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10 AVENUE,BROADWAY,10 AVENUE,BROADWAY,WEST  213 STREET,,,,,,
59456052,2023-09-29T20:46:03.000,2023-09-30T18:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,10465,1522 STADIUM AVENUE,STADIUM AVENUE,ADDRESS,BRONX,Closed,,2023-09-30T18:45:00.000,10 BRONX,2054150007,BRONX,1033966,247102,ONLINE,Unspecified,BRONX,40.84477307951467,-73.82031129687098,"{'latitude': '40.84477307951467', 'longitude': '-73.82031129687098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRISWOLD AVENUE,AMPERE AVENUE,GRISWOLD AVENUE,AMPERE AVENUE,STADIUM AVENUE,,,,,,
58956181,2023-09-29T20:45:54.000,2023-09-30T00:28:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,4600 9 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T00:28:43.000,12 BROOKLYN,3007600036,BROOKLYN,984452,173155,ONLINE,Unspecified,BROOKLYN,40.64194709277605,-73.99927213050553,"{'latitude': '40.64194709277605', 'longitude': '-73.99927213050553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46 STREET,47 STREET,46 STREET,47 STREET,9 AVENUE,,,,,,
59459945,2023-09-29T20:45:42.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11691,551 BEACH   43 STREET,BEACH   43 STREET,ADDRESS,FAR ROCKAWAY,Closed,,2023-10-11T00:00:00.000,14 QUEENS,4159620069,QUEENS,1046645,158073,PHONE,Unspecified,QUEENS,40.600330505819876,-73.7753110921609,"{'latitude': '40.600330505819876', 'longitude': '-73.7753110921609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CONCH ROAD,CONCH DRIVE,CONCH ROAD,CONCH DRIVE,BEACH   43 STREET,,,,,,
